,title,agency,date
22,['Nebraska Sonic Drive-In Shooting Leaves 2 Dead and 2 Injured'],https://www.nytimes.com/2020/11/22/us/sonic-drive-in-shooting-nebraska.html,2020-11-22
23,['Guitar Center Files for Bankruptcy'],https://www.nytimes.com/2020/11/22/business/dealbook/guitar-center-files-for-bankruptcy.html,2020-11-22
24,"['G20 to discuss post-pandemic world, back debt relief']",https://www.foxbusiness.com/markets/g20-to-discuss-post-pandemic-world-back-debt-relief,2020-11-22
25,['Blackstone Seeking at Least $5 Billion for Second Asia Fund'],https://www.bloomberg.com/news/articles/2020-11-22/blackstone-said-to-seek-at-least-5-billion-for-second-asia-fund?srnd=markets-vp,2020-11-22
26,['Emerging Markets Look to 2021 as Goldman Adds to Bullish Calls'],https://www.bloomberg.com/news/articles/2020-11-22/emerging-markets-look-to-2021-as-goldman-adds-to-bullish-calls?srnd=markets-vp,2020-11-22
27,['US sees a virus resurgence as Americans prepare for Thanksgiving'],https://edition.cnn.com/world/live-news/coronavirus-pandemic-11-22-20-intl/h_4b86c989a4b626b3713293da1d46967d,2020-11-22
28,['Ancestry.com Wraps Up $2.8 Billion Debt Sale as Issuance Slows'],https://www.bloomberg.com/news/articles/2020-11-22/u-s-credit-week-ahead-ancestry-com-wraps-up-2-8-billion-deal?srnd=markets-vp,2020-11-22
29,['US expected to formally withdraw from Open Skies Treaty that bolstered European security'],https://www.cnn.com/2020/11/22/politics/us-withdrawal-open-skies/index.html,2020-11-22
30,"['Bank Stocks Were on a Wild Ride, Then November Got Even Crazier']",https://www.wsj.com/articles/bank-stocks-already-had-a-wild-2020-then-november-got-even-crazier-11606041003,2020-11-22
31,"[""Kellogg's and Britvic attack plan to ban junk food ads online""]",https://www.bbc.co.uk/news/business-55035375,2020-11-22
32,['UPDATE 1-Germany eyes $190 billion in new debt in 2021 - sources'],https://www.reuters.com/article/healthcoronavirus-germany-debt/update-1-germany-eyes-190-billion-in-new-debt-in-2021-sources-idUSL1N2I8077,2020-11-22
33,"['Gold, Batteries Driving New Growth Cycle in Australian Resources']",https://www.bloomberg.com/news/articles/2020-11-22/gold-batteries-driving-new-growth-cycle-in-australian-resources?srnd=markets-vp,2020-11-22
34,['Battered Active Managers See Salvation in Churning Stock Market'],https://www.bloomberg.com/news/articles/2020-11-22/battered-active-managers-see-salvation-in-churning-stock-market?srnd=markets-vp,2020-11-22
35,['‘Big War’ in Bonds Escalates as Treasury Rift Puts Fed in Play'],https://www.bloomberg.com/news/articles/2020-11-22/-big-war-in-bonds-escalates-as-treasury-rift-puts-fed-in-play?srnd=markets-vp,2020-11-22
36,['The pandemic is hurting gay and lesbian bars. The consequences could be devastating'],https://www.cnn.com/2020/11/22/business/gay-lesbian-bars-covid-consequences-trnd/index.html,2020-11-22
37,"[""UPDATE 2-UK's Sunak: no return to austerity in new spending plan""]",https://www.reuters.com/article/health-coronavirus-britain-economy/update-2-uks-sunak-no-return-to-austerity-in-new-spending-plan-idUSL1N2I805C,2020-11-22
38,['The Week in Business: This Is Getting Awkward'],https://www.nytimes.com/2020/11/22/business/the-week-in-business-this-is-getting-awkward.html,2020-11-22
39,['The 60/40 Portfolio Is Muzzling Critics With Another Big Year'],https://www.bloomberg.com/news/articles/2020-11-22/the-60-40-portfolio-is-muzzling-critics-with-another-big-year?srnd=markets-vp,2020-11-22
40,['Abu Dhabi Plans to Spend $122 Billion on Oil In Next Five Years'],https://www.bloomberg.com/news/articles/2020-11-22/abu-dhabi-plans-to-spend-122-billion-on-oil-in-next-five-years?srnd=markets-vp,2020-11-22
41,['Chaos in Factor Land Puts Quants on Hunt for Accidental Exposure'],https://www.bloomberg.com/news/articles/2020-11-22/chaos-in-factor-land-puts-quants-on-hunt-for-accidental-exposure?srnd=markets-vp,2020-11-22
42,"[""Coronavirus: £3bn for NHS but Sunak warns of 'economic shock' to come""]",https://www.bbc.co.uk/news/uk-55032782,2020-11-22
43,"['UK will think about restoring public finances after COVID-19 crisis, says Sunak']",https://www.reuters.com/article/health-coronavirus-britain-borrowings/uk-will-think-about-restoring-public-finances-after-covid-19-crisis-says-sunak-idUSL9N2HI00T,2020-11-22
44,['Britain wants to agree an EU free-trade deal - finance minister Sunak'],https://www.reuters.com/article/britain-eu-sunak-economy/britain-wants-to-agree-an-eu-free-trade-deal-finance-minister-sunak-idUSL9N2HI00R,2020-11-22
45,"[""UPDATE 1-UK's Sunak: no return to austerity in new spending plan""]",https://www.reuters.com/article/health-coronavirus-britain-economy/update-1-uks-sunak-no-return-to-austerity-in-new-spending-plan-idUSL1N2I805C,2020-11-22
46,"['Macron follows a well-worn path of French presidents, by veering to the right']",https://www.cnn.com/2020/11/22/europe/france-macron-veering-right-intl/index.html,2020-11-22
47,"['Newsmax, Once a Right-Wing Also-Ran, Is Rising, and Trump Approves']",https://www.nytimes.com/2020/11/22/business/media/newsmax-trump-fox-news.html,2020-11-22
48,['Hollywood’s ‘We’re Not in Kansas Anymore’ Moment'],https://www.nytimes.com/2020/11/22/business/media/wonder-woman-1984-hollywood-streaming.html,2020-11-22
49,['No normal UK Christmas but families may be able to get together -Sunak'],https://www.reuters.com/article/health-coronavirus-britain-christmas/no-normal-uk-christmas-but-families-may-be-able-to-get-together-sunak-idUSL9N2HI004,2020-11-22
50,"[""UK's Sunak: no return to austerity in new spending plan""]",https://www.reuters.com/article/health-coronavirus-britain-economy/uks-sunak-no-return-to-austerity-in-new-spending-plan-idUSL9N2HI004,2020-11-22
51,['Credit Suisse Sees Positive Outlook for Egypt Shares: Inside EM'],https://www.bloomberg.com/news/articles/2020-11-22/credit-suisse-sees-positive-outlook-for-egypt-shares-inside-em?srnd=markets-vp,2020-11-22
52,['Are the markets ready to make a record run?'],https://video.foxbusiness.com/v/6211390340001/,2020-11-22
53,"['Evergrande, Service Unit Seek About $2 Billion in Hong Kong IPO']",https://www.bloomberg.com/news/articles/2020-11-22/evergrande-service-unit-seek-about-2-billion-in-hong-kong-ipo?srnd=markets-vp,2020-11-22
54,['UPDATE 1-U.S. retailer Guitar Center files for bankruptcy'],https://www.reuters.com/article/guitar-center-bankruptcy/update-1-u-s-retailer-guitar-center-files-for-bankruptcy-idUSL1N2I8037,2020-11-22
55,"['If Janet Yellen becomes Treasury Secretary, she would make history again']",https://www.foxbusiness.com/markets/if-treasury-secretary-janet-yellen-make-history,2020-11-22
56,"[""These refugees fled a massacre in Ethiopia's Tigray region. They join tens of thousands making the journey to Sudan""]",https://cnn.it/396euty,2020-11-22
57,['Hong Kong Strives to Join Regional Trade Deal: Finance Chief'],https://www.bloomberg.com/news/articles/2020-11-22/hong-kong-strives-to-join-regional-trade-deal-finance-chief?srnd=markets-vp,2020-11-22
58,['Guitar Center files for bankruptcy'],https://www.reuters.com/article/guitar-center-bankruptcy/guitar-center-files-for-bankruptcy-idUSL4N2I801X,2020-11-22
59,['It’s a good time to buy Intel stock: Strategist'],https://video.foxbusiness.com/v/6211318910001/,2020-11-22
60,['Busy Week for U.S. Economy Builds to Black Friday: Eco Week'],https://www.bloomberg.com/news/articles/2020-11-22/busy-week-for-u-s-economy-builds-to-black-friday-eco-week?srnd=markets-vp,2020-11-22
61,"[""'Thanksgiving To Go': Americans splash out on takeaways""]",https://www.bbc.co.uk/news/business-54938855,2020-11-22
62,"[""Analyst on if electors can vote against their state's popular vote""]",https://www.cnn.com/videos/politics/2020/11/21/donald-trump-joe-biden-election-cross-exam-honig-nr-vpx.cnn,2020-11-22
63,['China Is Set to Eclipse America as World’s Biggest Oil Refiner'],https://www.bloomberg.com/news/articles/2020-11-21/china-is-set-to-eclipse-america-as-world-s-biggest-oil-refiner?srnd=markets-vp,2020-11-22
64,['UPDATE 3-G20 leaders seek to help poorest nations in post-COVID world'],https://www.reuters.com/article/g20-saudi/update-3-g20-leaders-seek-to-help-poorest-nations-in-post-covid-world-idUSL1N2I70AH,2020-11-22
65,"['G20 should boost trade financing for developing countries, back reforms, says WTO official']",https://www.reuters.com/article/g20-saudi-wto/g20-should-boost-trade-financing-for-developing-countries-back-reforms-says-wto-official-idUSL1N2I70KR,2020-11-22
66,"[""I Have Covid 'Nesting Fever.' But I Hate Fixing Up a Rental Apartment""]",https://www.wsj.com/articles/i-have-covid-nesting-fever-but-i-hate-fixing-up-a-rental-apartment-11605992400,2020-11-22
67,['Malta appoints new finance minister'],https://www.reuters.com/article/malta-politics-minister/malta-appoints-new-finance-minister-idUSL1N2I70JQ,2020-11-22
68,"[""UPDATE 2-Lebanon's president pledges to revive forensic audit of central bank""]",https://www.reuters.com/article/lebanon-crisis/update-2-lebanons-president-pledges-to-revive-forensic-audit-of-central-bank-idUSL1N2I70GW,2020-11-22
69,['UPDATE 1-G20 leaders pledge to fund fair distribution of COVID-19 vaccines -draft statement'],https://www.reuters.com/article/g20-saudi-communique/update-1-g20-leaders-pledge-to-fund-fair-distribution-of-covid-19-vaccines-draft-statement-idUSL1N2I70JK,2020-11-22
70,['CDC Recommends That All People Avoid Travel on Cruise Ships'],https://www.bloomberg.com/news/articles/2020-11-21/cdc-recommends-that-all-people-avoid-travel-on-cruise-ships?srnd=markets-vp,2020-11-22
71,"[""UPDATE 1-Lebanon's president pledges to revive forensic audit of central bank""]",https://www.reuters.com/article/lebanon-crisis/update-1-lebanons-president-pledges-to-revive-forensic-audit-of-central-bank-idUSL1N2I70GW,2020-11-22
72,"[""URGENT-Lebanon's president pledges to revive forensic audit""]",https://www.reuters.com/article/lebanon-crisis/urgent-lebanons-president-pledges-to-revive-forensic-audit-idUSL1N2I70GS,2020-11-22
73,"[""Lebanon's president pledges to revive forensic audit""]",https://www.reuters.com/article/lebanon-crisis/lebanons-president-pledges-to-revive-forensic-audit-idUSD5N2GH015,2020-11-22
74,"[""Western Union buys 15% stake in Saudi Telecom's digital payment unit""]",https://www.reuters.com/article/saudi-telecom-ma-western-union/western-union-buys-15-stake-in-saudi-telecoms-digital-payment-unit-idUSL1N2I70FD,2020-11-22
75,['UPDATE 2-G20 leaders seek to help poorest nations in post-COVID world'],https://www.reuters.com/article/g20-saudi/update-2-g20-leaders-seek-to-help-poorest-nations-in-post-covid-world-idUSL1N2I70AH,2020-11-22
76,['UPDATE 2-Britain and Canada agree post-Brexit rollover trade deal'],https://www.reuters.com/article/britain-eu-canada/update-2-britain-and-canada-agree-post-brexit-rollover-trade-deal-idUSL1N2I70AZ,2020-11-22
77,['New bill aims to ban Americans from investing in all Chinese firms on Entity List'],https://www.foxbusiness.com/markets/legsilation-ban-american-investing-chinese-entity-list,2020-11-22
78,['UPDATE 1-Britain and Canada sign post-Brexit rollover trade deal'],https://www.reuters.com/article/britain-eu-canada/update-1-britain-and-canada-sign-post-brexit-rollover-trade-deal-idUSL1N2I70AZ,2020-11-22
79,"[""MEDIA-Walmart's Walton family among investors in home COVID-19 test maker""]",https://www.reuters.com/article/media-walmarts-walton-family-among-inves/media-walmarts-walton-family-among-investors-in-home-covid-19-test-maker-idUSL1N2I70BK,2020-11-22
80,"[""Love and Money---and How They're Connected""]",https://www.wsj.com/articles/love-and-moneyand-how-theyre-connected-11605917843,2020-11-22
81,"['EXCLUSIVE-Italy picks Bank of America, Orrick to advise on MPS privatisation - sources']",https://www.reuters.com/article/monte-dei-paschi-advisers-ma/exclusive-italy-picks-bank-of-america-orrick-to-advise-on-mps-privatisation-sources-idUSL1N2I7098,2020-11-22
82,"['UPDATE 1-G20 to discuss post-pandemic world, back debt relief']",https://www.reuters.com/article/g20-saudi/update-1-g20-to-discuss-post-pandemic-world-back-debt-relief-idUSL1N2I70AH,2020-11-22
83,['Britain and Canada sign post-Brexit rollover trade deal'],https://www.reuters.com/article/britain-eu-canada/britain-and-canada-sign-post-brexit-rollover-trade-deal-idUSL1N2I709H,2020-11-22
84,['Speedy Overhaul of Fannie and Freddie Is Hardly Easy'],https://www.wsj.com/articles/speedy-overhaul-of-fannie-and-freddie-is-hardly-easy-11605967200,2020-11-22
85,['How to Survive Pandemic Money Fights'],https://www.wsj.com/articles/how-to-survive-pandemic-money-fights-11605967201,2020-11-22
86,['Saudi King Salman: G20 leaders must work towards equitable access to COVID-19 vaccines'],https://www.reuters.com/article/g20-saudi-king/saudi-king-salman-g20-leaders-must-work-towards-equitable-access-to-covid-19-vaccines-idUSS8N2GL01N,2020-11-22
87,"['UPDATE 2-Nigeria slips into recession, weighed down by COVID-19 and oil prices']",https://www.reuters.com/article/nigeria-gdp/update-2-nigeria-slips-into-recession-weighed-down-by-covid-19-and-oil-prices-idUSL1N2I7084,2020-11-22
88,"['UPDATE 2-Malaysia Airlines seeks aid from wealth fund Khazanah, creditor talks continue']",https://www.reuters.com/article/malaysia-airlines-restructuring/update-2-malaysia-airlines-seeks-aid-from-wealth-fund-khazanah-creditor-talks-continue-idUSL1N2I706H,2020-11-22
89,"['Boom times have returned for venture-backed start-ups, says co-founder of $3 billion fintech Brex']",https://www.cnbc.com/2020/11/20/coronavirus-brex-start-up-industry.html,2020-11-22
90,['More Than 2/3rds Of Americans Oppose Mandatory COVID-19 Vaccinations'],http://feedproxy.google.com/~r/zerohedge/feed/~3/QIHADGY1ccY/more-23rds-americans-oppose-mandatory-covid-19-vaccinations,2020-11-22
91,['COVID Governments And Social Harmony'],http://feedproxy.google.com/~r/zerohedge/feed/~3/bQiO0z-7M4Y/covid-governments-and-social-harmony,2020-11-22
92,"['Trump Blasts ""Fake News"" Criticism Of His Skipping G20 Session To Play Golf']",http://feedproxy.google.com/~r/zerohedge/feed/~3/G0mk4C9_PJU/trump-blasts-fake-news-criticism-his-skipping-g20-session-play-golf,2020-11-22
93,"[""Putin Says He's Not Ready To Recognize Biden As US President""]",http://feedproxy.google.com/~r/zerohedge/feed/~3/qhti5bJkGRA/putin-says-hes-not-ready-recognize-biden-us-president,2020-11-22
94,"['""Burn That Mask! Burn That Mask!"" -\xa0Huntington Beach Protesters March In Defiance Of\xa0California\'s New Curfew']",http://feedproxy.google.com/~r/zerohedge/feed/~3/Ajrq_hd7uJo/burn-mask-burn-mask-huntington-beach-protesters-march-defiance-californias-new-curfew,2020-11-22
95,['Trump Formally Ends Open Skies Treaty With Russia'],http://feedproxy.google.com/~r/zerohedge/feed/~3/RWv6l_t5iD0/trump-formally-ends-open-skies-treaty-russia,2020-11-22
96,['Welcome To The Interregnum'],http://feedproxy.google.com/~r/zerohedge/feed/~3/gUAI9WwvRfA/welcome-interregnum,2020-11-22
97,"['Millions Of Americans Ignore COVID Travel Warning, First Vaccinations Expected Dec. 11: Live Updates']",http://feedproxy.google.com/~r/zerohedge/feed/~3/iPJVObefZNY/millions-americans-ignore-covid-travel-warning-first-vaccinations-expected-dec-11-live,2020-11-22
98,"['JPMorgan Admits It Was Wrong About End Of Bitcoin Bull Run, Renews $140,000-Plus Price Forecast']",http://feedproxy.google.com/~r/zerohedge/feed/~3/4jFKecPEkDM/jpmorgan-admits-it-was-wrong-about-end-bitcoin-bull-run-renews-140000-plus-price-forecast,2020-11-22
99,['Sunday links: the only certainty in markets'],http://feedproxy.google.com/~r/abnormalreturns/~3/fgyIIHAQjcQ/,2020-11-22
100,"['Illinois Governor Pritzker Snubs Lori Lightfoot\'s ""Do Not Travel"" Advisory, May Leave Chicago For Thanksgiving']",http://feedproxy.google.com/~r/zerohedge/feed/~3/nkqbmV89lkY/illinois-governor-pritzker-snubs-lori-lightfoots-do-not-travel-advisory-may-leave-chicago,2020-11-22
101,['Two Key Economic Dates in December'],http://feedproxy.google.com/~r/CalculatedRisk/~3/cbtI5f0cpdw/two-key-economic-dates-in-december.html,2020-11-22
102,"[""Michael Pettis Chimes in China's Growth and Debt""]",https://www.thestreet.com/mishtalk/economics/michael-pettis-chimes-in-chinas-growth-and-debt,2020-11-22
103,['TDI Podcast: Bamboozled Much? (#689)'],http://feedproxy.google.com/~r/thedisciplinedinvestor/EBHR/~3/a18fBO2xjHQ/,2020-11-22
104,['Finding Unique Edges In Your Trading'],http://traderfeed.blogspot.com/2020/11/finding-unique-edges-in-your-trading.html,2020-11-22
105,['What A Year For Fashology and Brad Gerstner On High Flying Growth'],https://howardlindzon.com/what-a-year-for-fashology-and-brad-gerstner-on-high-flying-growth/,2020-11-22
106,['Top clicks this week on Abnormal Returns'],http://feedproxy.google.com/~r/abnormalreturns/~3/14IDBMhWK1A/,2020-11-22
107,"['Judge Disembowels Trump\'s ""Frankenstein"" Pennsylvania Lawsuit']",https://www.thestreet.com/mishtalk/politics/judge-disembowels-trumps-frankenstein-pennsylvania-lawsuit,2020-11-22
108,"['Even If Legal, Biden Should Not Forgive Student Debt']",https://www.thestreet.com/mishtalk/economics/even-if-legal-biden-should-not-forgive-student-debt,2020-11-22
109,['November 21 COVID-19 Test Results; Record Hospitalizations'],http://feedproxy.google.com/~r/CalculatedRisk/~3/Cg0uwfQGWyQ/november-21-covid-19-test-results.html,2020-11-22
110,['Michigan GOP Leaders Tell Election Board to Break the Law'],https://www.thestreet.com/mishtalk/economics/michigan-gop-leaders-tell-election-board-to-break-the-law,2020-11-22
111,['Saturday links: beliefs vs. reality'],http://feedproxy.google.com/~r/abnormalreturns/~3/DPmE2zI4cd8/,2020-11-22
112,['The Halfway Point …..And My SPAC Learnings'],https://howardlindzon.com/the-halfway-point-and-my-spac-learnings/,2020-11-22
113,['Coronavirus links: unbridled incompetence'],http://feedproxy.google.com/~r/abnormalreturns/~3/T-6KS3Ifi2s/,2020-11-22
114,"['Schedule for Week of November 22, 2020']",http://feedproxy.google.com/~r/CalculatedRisk/~3/Am8yM9UsV3w/schedule-for-week-of-november-22-2020.html,2020-11-22
115,"[""Trump's Maneuver to Intimidate Michigan Lawmakers Fails""]",https://www.thestreet.com/mishtalk/politics/trumps-maneuver-to-intimidate-michigan-lawmakers-fails,2020-11-22
116,['November 20 COVID-19 Test Results; Record Cases'],http://feedproxy.google.com/~r/CalculatedRisk/~3/UgYsLFWYXS4/november-20-covid-19-test-results.html,2020-11-22
117,['China Sells Negative Yielding Debt for the First Time'],https://www.thestreet.com/mishtalk/economics/china-sells-negative-yielding-debt-for-the-first-time,2020-11-22
118,['Quarterly Starts by Purpose and Design'],http://feedproxy.google.com/~r/CalculatedRisk/~3/A4db2Oq5R4I/quarterly-starts-by-purpose-and-design.html,2020-11-22
119,['Hospitals Face Critical Staff Shortages Within a Week'],https://www.thestreet.com/mishtalk/economics/hospitals-face-a-critical-staff-shortages-within-a-week,2020-11-22
120,['New Hedge Fund Newsletter Just Released Today'],http://feedproxy.google.com/~r/MarketFolly/~3/P72y6Oy0LF8/new-hedge-fund-newsletter-just-released.html,2020-11-22
121,['Friday links: overvalued assets'],http://feedproxy.google.com/~r/abnormalreturns/~3/wZ2IIyjNdwo/,2020-11-22
122,"[""The AC/DC 'Thunderstruck' Stock Market (And Sentiment Results)...""]",https://seekingalpha.com/article/4390630-ac-dc-thunderstruck-stock-market-and-sentiment-results?source=feed_tag_editors_picks,2020-11-22
123,['Retirement Strategy: Stash Some Cash And Make A Good Return With FTABX'],https://seekingalpha.com/article/4390627-retirement-strategy-stash-cash-and-make-good-return-ftabx?source=feed_tag_editors_picks,2020-11-22
124,['Q4 GDP Forecasts'],http://feedproxy.google.com/~r/CalculatedRisk/~3/KIdPuhsp8as/q4-gdp-forecasts.html,2020-11-22
125,['Podcast links: the art of learning'],http://feedproxy.google.com/~r/abnormalreturns/~3/gbG1jaekNNg/,2020-11-22
126,"['BLS: October Unemployment rates down in 37 States, Higher in 8 States']",http://feedproxy.google.com/~r/CalculatedRisk/~3/Boir8cIZT20/bls-october-unemployment-rates-down-in.html,2020-11-22
127,['REITs: A Tale Of 2 Crises'],https://seekingalpha.com/article/4390588-reits-tale-of-2-crises?source=feed_tag_editors_picks,2020-11-22
128,['The Data Is In: REITs Outperform In The Long Term'],https://seekingalpha.com/article/4390413-data-is-in-reits-outperform-in-long-term?source=feed_tag_editors_picks,2020-11-22
129,['Black Knight: Number of Homeowners in COVID-19-Related Forbearance Plans Increased Slightly'],http://feedproxy.google.com/~r/CalculatedRisk/~3/6CMykGrYN5s/black-knight-number-of-homeowners-in_20.html,2020-11-22
130,['Pandemic Emergency Unemployment Surge Strengthens'],https://www.thestreet.com/mishtalk/economics/pandemic-emergency-unemployment-surge-strengthens,2020-11-22
131,['Wall Street Bound Founder and CEO Troy Prince Joins Me on Panic with Friends to Discuss Investing in Diversity and Our Youth'],https://howardlindzon.com/wall-street-bound-founder-and-ceo-troy-prince-joins-me-on-panic-with-friends-to-discuss-investing-in-diversity-and-our-youth/,2020-11-22
132,['European Banking System Prone to More Consolidations'],https://vantagepointtrading.com/news/european-banking-system-prone-to-more-consolidations/,2020-11-22
133,['Home Depot Easily Beats Earnings – Stock Surges'],https://vantagepointtrading.com/news/home-depot-easily-beats-earnings-stock-surges/,2020-11-22
134,"[""Kraft Heinz: I'm Getting More Optimistic On The Comeback Story""]",https://seekingalpha.com/article/4390573-kraft-heinz-getting-optimistic-on-comeback-story?source=feed_tag_editors_picks,2020-11-22
135,['Double Dip Recession Is On The Horizon: Harrison'],https://seekingalpha.com/article/4390509-double-dip-recession-is-on-horizon-harrison?source=feed_tag_editors_picks,2020-11-22
136,['Hand Recount of Every Ballot Confirms Biden Won Georgia'],https://www.thestreet.com/mishtalk/politics/hand-recount-of-every-ballot-confirms-biden-won-georgia,2020-11-22
137,['Strip Centers Get Levered'],https://seekingalpha.com/article/4390488-strip-centers-get-levered?source=feed_tag_editors_picks,2020-11-22
138,['November 19 COVID-19 Test Results; Record Hospitalizations'],http://feedproxy.google.com/~r/CalculatedRisk/~3/DKDmLA7Wmm8/november-19-covid-19-test-results.html,2020-11-22
139,['How Does Covid Compare to the Flu?'],https://www.thestreet.com/mishtalk/economics/how-does-covid-compare-to-the-flu,2020-11-22
140,['Comments on October Existing Home Sales'],http://feedproxy.google.com/~r/CalculatedRisk/~3/0PFr3VSiGNE/comments-on-october-existing-home-sales.html,2020-11-22
141,['Thursday links: interpreting random events'],http://feedproxy.google.com/~r/abnormalreturns/~3/kJxFFkuogTQ/,2020-11-22
142,['2 Joe Biden Tax Policies Greatly Benefit Real Estate'],https://seekingalpha.com/article/4390286-2-joe-biden-tax-policies-greatly-benefit-real-estate?source=feed_tag_editors_picks,2020-11-22
143,['Longform links: an absurd system'],http://feedproxy.google.com/~r/abnormalreturns/~3/gSkRAueuK6E/,2020-11-22
144,"['Tattooed Chef, Inc.: Cooling Sales At Frozen Vegetable SPAC Will Likely Leave Investors Burned']",https://seekingalpha.com/article/4390253-tattooed-chef-inc-cooling-sales-frozen-vegetable-spac-will-likely-leave-investors-burned?source=feed_tag_editors_picks,2020-11-22
145,['Founder and CEO of Extend Woodrow Levin Joins Me on Panic with Friends to Discuss Recovering from Failure and Building the ‘AppleCare’ of Online Retailers'],https://howardlindzon.com/founder-and-ceo-of-extend-woodrow-levin-joins-me-on-panic-with-friends-to-discuss-recovering-from-failure-and-building-extend-the-applecare-of-online-retailers/,2020-11-22
146,['Euro Area Super Core Inflation Down to 2-Year Low'],https://vantagepointtrading.com/news/euro-area-super-core-inflation-down-to-2-year-low/,2020-11-22
147,['Is A Brexit Trade Deal About To Be Announced?'],https://vantagepointtrading.com/news/is-a-brexit-trade-deal-about-to-be-announced/,2020-11-22
148,['Costco: Join Buffett In Taking Profits'],https://seekingalpha.com/article/4390246-costco-join-buffett-in-taking-profits?source=feed_tag_editors_picks,2020-11-22
149,"[""S&P and Nasdaq Again Can't Get Past September Highs""]",http://feedproxy.google.com/~r/FallondStockPicks/~3/BTBDoP2buOs/s-and-nasdaq-again-cant-get-past.html,2020-11-22
